,barcode,url_openfoodfact,product_name,brands,brands_tags,categories,categories_tags,countries,ingredients_text,allergens_tags,serving_size,serving_quantity,additives_n,additives_tags,nutriscore_score,nutriscore_grade,nova_group,pnns_groups_2,states,brand_owner,main_category,image_url,image_small_url,image_front_url,image_front_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,energy-kcal_100g,energy_100g,fat_100g,saturated-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,vitamin-a_100g,vitamin-c_100g,calcium_100g,iron_100g,nutrition-score-fr_100g,nutriscore,additifs_Sans,ingredients_from_palm_oil_n_1,ingredients_from_palm_oil_n_2,ingredients_that_may_be_from_palm_oil_n_1,ingredients_that_may_be_from_palm_oil_n_2,pnns_groups_1_Fruits and vegetables,pnns_groups_1_Salty snacks,pnns_groups_1_unknown
809,'3800233070101,https://world-fr.openfoodfacts.org/produit/3800233070101,Rice Up Brown Rice Chips With Barbecue 60G,,,,,en:france,riz brun ? grains entiers 7496  huile 18%  m?lange of sav (ar?mes naturels  sucre  sel  sirop de glucose de mais  maltodextrine pomme de terre  huiles v?g?tales (coco et de palme)  r?gulateur d acidit?: acide citrique  rooftop  colorant which is: sulfite d ammonium caramel  capsanthine  extrait de paprika]  conserve dans un endroit sec et frais and chips brown rice   brown flavor to barbecue  ingredients: brown rice brown 74% olive oil 18%  mezda flavoring 8% (natural flavoring  sugar  salt glucose syrup  corn  maltodextrin of potato  naturally occurring fats (coconut and palm)  acidity regulator: acid citric  spices  dye sulphite ammonia caramel  capsanthin  extract of paprika)  store place dry and cool ,,,,0.3196278936876233,en:e150d en:e160c,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-to-be-selected  en:front-photo-selected  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/380/023/307/0101/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/380/023/307/0101/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/380/023/307/0101/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/380/023/307/0101/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/380/023/307/0101/ingredients_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/380/023/307/0101/ingredients_fr.4.200.jpg,,443,0.38631043673697824,-0.2703699072164914,2 1,,,72.0,-0.04462458968855784,3 1,0.15459677592389812,-0.402286203518238,-0.0736477777690938,,,,,,False,0,0,0,1,0,0,1,0
827,'4061458115902,https://world-fr.openfoodfacts.org/produit/4061458115902,Kichererbsenchips - Paprikageschmack,Sun Snacks,sun-snacks,Chips,en:snacks en:salty-snacks en:appetizers en:chips-and-fries en:crisps,Deutschland en:germany,Kichererbsenmehl (31 %)  Reismehl  Sonnenblumen?l  Kartoffelflocken (11 %) Tapiokast?rke  Kartoffelst?rke  Erbsenproteinisolat  Zucker  Sï¿½ï¿½molkenpulver  Salz  Zwiebelpulver  Paprikapulver  Aroma (enth?lt Milcherzeugnisse)  Sauerrahmpulver  S?uerungsmittel: Citronens?ure /  Farbstoff: Paprikaextrakt.,en:milk,,,-0.2066529411438092,en:e330,,,4.0,Appetizers,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-completed  en:brands-completed  en:packaging-completed  en:quantity-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,en:crisps,https://images.openfoodfacts.org/images/products/406/145/811/5902/front_de.4.400.jpg,https://images.openfoodfacts.org/images/products/406/145/811/5902/front_de.4.200.jpg,https://images.openfoodfacts.org/images/products/406/145/811/5902/front_de.4.400.jpg,https://images.openfoodfacts.org/images/products/406/145/811/5902/front_de.4.200.jpg,https://images.openfoodfacts.org/images/products/406/145/811/5902/ingredients_de.13.400.jpg,https://images.openfoodfacts.org/images/products/406/145/811/5902/ingredients_de.13.200.jpg,,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,1,0
829,'28400199636,https://world-fr.openfoodfacts.org/produit/0028400199636,Layes Sour Cream and Onion Chips,Lay?s,lay-s,Plant-based foods and beverages  Plant-based foods  Snacks  Cereals and potatoes  Salty snacks  Appetizers  Chips and fries  Crisps  Potato crisps  Flavoured potato crisps,en:plant-based-foods-and-beverages en:plant-based-foods en:snacks en:cereals-and-potatoes en:salty-snacks en:appetizers en:chips-and-fries en:crisps en:potato-crisps en:flavoured-potato-crisps,United-States,Potatoes  Vegetable Oil (Sunflower  Corn  and/or Canola Oil)  Sour Cream & 0nion Seasoning (Skim Milk  Salt  Maltodextrin [Made From Corn]  Onion Powder  Whey  Sour Cream [Cultured Cream  Skim Milk]  Canola Oil  Parsley  Natural Flavor  Lactose  Sunflower Oil  Citric Acid  Whey Protein Concentrate  and Buttermilk). CONTAINS MILK INGREDIENTS.,en:milk,17 chips,0,-0.2066529411438092,en:e330,,,4.0,Appetizers,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-completed  en:categories-completed  en:brands-completed  en:packaging-completed  en:quantity-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,en:flavoured-potato-crisps,https://images.openfoodfacts.org/images/products/002/840/019/9636/front_en.19.400.jpg,https://images.openfoodfacts.org/images/products/002/840/019/9636/front_en.19.200.jpg,https://images.openfoodfacts.org/images/products/002/840/019/9636/front_en.19.400.jpg,https://images.openfoodfacts.org/images/products/002/840/019/9636/front_en.19.200.jpg,https://images.openfoodfacts.org/images/products/002/840/019/9636/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/002/840/019/9636/ingredients_en.4.200.jpg,https://images.openfoodfacts.org/images/products/002/840/019/9636/nutrition_en.12.400.jpg,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,1,0
921,'8008714000721,https://world-fr.openfoodfacts.org/produit/8008714000721,Eldorada Salsa Barbecue,Amica Chips,amica-chips,,,France,Pommes de terre  huile de tournesol  ar?me au go?t de sauce barbecue (696)(contient des ar?me de fum?e)  exhausteurs de go?t: glutamate monosodique (E621)  sodium 5-ribonucl?otldes (E635)  colorants: extrait de paprika (El 60c)  Sans Gluten ,,,,0.8459087285190557,en:e160c en:e621 en:e635,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-to-be-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/800/871/400/0721/front_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/800/871/400/0721/front_fr.7.200.jpg,https://images.openfoodfacts.org/images/products/800/871/400/0721/front_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/800/871/400/0721/front_fr.7.200.jpg,https://images.openfoodfacts.org/images/products/800/871/400/0721/ingredients_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/800/871/400/0721/ingredients_fr.4.200.jpg,,479,0.5592674697729784,0.016481221764789798,2,,,56.8,-0.044624605145518484,4 8,0.05924101589797669,-0.3978818186810245,-0.06682266234202397,,,,,,False,0,0,0,0,0,0,0,1
936,'8886467100239,https://world-fr.openfoodfacts.org/produit/8886467100239,eeeeeeeeeeeeeeeeeee eeeeeeeeee,?????????? Pringles,?????????? pringles,en:Plant-based foods and beverages  eeeeeeeeeeeeeee  eee-eeeeeee  eeeeeeeeeeeeeeeee  eeeeeeeeeeeeeeeeeeeeeee  en:Salty snacks  eeeeeeeeeeeeeeeee  eeeeeeeeeee  eeeeeeeeeeeeeee  eeeeeeeeeee  en:Potato crisps,en:plant-based-foods-and-beverages en:plant-based-foods en:snacks en:cereals-and-potatoes en:fruits-and-vegetables-based-foods en:salty-snacks en:appetizers en:chips-and-fries en:vegetables-based-foods en:crisps en:potato-crisps,Thailand,Baked potatoes 54%  Vegetable oil 9%  corn starch 3%  salt 0.9%  dextrose 0.2%  ins330,,25 g  17 pieces,25,-0.2066529411438092,en:e330,,,,Vegetables,en:to-be-checked  en:complete  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-completed  en:categories-completed  en:brands-completed  en:packaging-completed  en:quantity-completed  en:product-name-completed  en:photos-validated  en:photos-uploaded,,en:potato-crisps,https://images.openfoodfacts.org/images/products/888/646/710/0239/front_th.13.400.jpg,https://images.openfoodfacts.org/images/products/888/646/710/0239/front_th.13.200.jpg,https://images.openfoodfacts.org/images/products/888/646/710/0239/front_th.13.400.jpg,https://images.openfoodfacts.org/images/products/888/646/710/0239/front_th.13.200.jpg,https://images.openfoodfacts.org/images/products/888/646/710/0239/ingredients_th.14.400.jpg,https://images.openfoodfacts.org/images/products/888/646/710/0239/ingredients_th.14.200.jpg,https://images.openfoodfacts.org/images/products/888/646/710/0239/nutrition_th.17.400.jpg,560,0.9466912237736186,0.23427559747279955,,,,56.0,-0.044624620602479126,,-0.22682626417978763,-0.3990563213042814,-0.06869956908446817,,,,,,False,0,0,0,0,0,1,0,0
942,'722704,https://world-fr.openfoodfacts.org/produit/00722704,Chips Honey Roast Ham,,,,,France,Pommes de terre Huile da tournesol Suere Extrait de levure d?shydrat?e (contient Orge  Levure eshydrat?e Matodextrine Sel de r er Ar?me Persil hydrat? Feuilles laurier d?shydrat?es el d?shydrat? Sel fum? Acidifiant Acide trique Colorant : Extrait de paprika Clous de airofle moulus Piment de la Jama?que Gingembre moulu Extrait de poivre noir  Pour les allerg?nes  voir les ingr?dients indiqu?s en gras  CONSERVATION,en:gluten,,,-0.2066529411438092,en:e160c,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/00722704/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/00722704/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/00722704/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/00722704/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/00722704/ingredients_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/00722704/ingredients_fr.7.200.jpg,,495,0.636521611195725,0.05897768531757214,2,,,57.5,-0.044624583505773585,,0.049705439895384576,-0.3949455621228822,-0.06227258539064407,,,,,,False,0,0,0,0,0,0,1,0
974,'9310015240645,https://world-fr.openfoodfacts.org/produit/9310015240645,Sweet chilli & sour cream chips,,,,,en:Australia,red rock deu sweet gailli& sour flavoured potato chins ingredientotatoes  sunflower oil  sugar ve?etable oil  salt  yeast extract  buttermilk ponder (milk)  dextrin  corn starch  sour cream powder (milk)  natural flavours  onion powder  spices (chili  paprika  black pepper)  food acids (citric acid  lactic acid)  garlic powder  natural colours (cochineal  caramel  paprika extract)  maltodextrin. contains milk or milk products. contains soybeans or soybean products.,en:milk,,,2.424751233013353,en:e120 en:e1400 en:e150 en:e160c en:e270 en:e330,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-to-be-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/931/001/524/0645/front_en.10.400.jpg,https://images.openfoodfacts.org/images/products/931/001/524/0645/front_en.10.200.jpg,https://images.openfoodfacts.org/images/products/931/001/524/0645/front_en.10.400.jpg,https://images.openfoodfacts.org/images/products/931/001/524/0645/front_en.10.200.jpg,https://images.openfoodfacts.org/images/products/931/001/524/0645/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/931/001/524/0645/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/931/001/524/0645/nutrition_en.12.400.jpg,487 5,0.6007771577016183,5.550131663000629,21 429,,,596.429,-0.04175404661385904,,6.883948116713199,,,,,,,,False,0,0,0,0,0,0,1,0
982,'9317224400013,https://world-fr.openfoodfacts.org/produit/9317224400013,Restaurant Style Tortilla Triangles Extreme Cheese,Mission,mission,Snacks  Salty snacks  Appetizers  Chips and fries  Crisps  Corn chips,en:snacks en:salty-snacks en:appetizers en:chips-and-fries en:crisps en:corn-chips,en:Australia,corn flour (69%)  vegetable oil  extreme cheese flavour (7%) [milk solids  salt  cheese powder (9 8%)  maltodextrin  flavour enhancer (621  635)  sugar  vegetable powder (onion  garlic)  flavour  tomato powder  anti-caking agent (551)  vegetable oil  acidity regulator (270  327 330)  spice  yeast extract]  water ,en:milk,46g,46,2.424751233013353,en:e270 en:e327 en:e330 en:e551 en:e621 en:e635,,,4.0,Appetizers,en:to-be-checked  en:complete  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-completed  en:categories-completed  en:brands-completed  en:packaging-completed  en:quantity-completed  en:product-name-completed  en:photos-validated  en:photos-uploaded,,en:corn-chips,https://images.openfoodfacts.org/images/products/931/722/440/0013/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/931/722/440/0013/front_en.6.200.jpg,https://images.openfoodfacts.org/images/products/931/722/440/0013/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/931/722/440/0013/front_en.6.200.jpg,https://images.openfoodfacts.org/images/products/931/722/440/0013/ingredients_en.9.400.jpg,https://images.openfoodfacts.org/images/products/931/722/440/0013/ingredients_en.9.200.jpg,https://images.openfoodfacts.org/images/products/931/722/440/0013/nutrition_en.12.400.jpg,,,-0.3500507763779584,1 1,0 1,,27.9,-0.044624602054126355,,-0.2745041441927483,-0.4098312083700406,-0.08533965550335956,,,,,,False,0,0,0,0,0,0,1,0
1018,'84114126269,https://world-fr.openfoodfacts.org/produit/0084114126269,Potato Chips,Kettle,kettle,,,United-States,Potatoes  safflower and/or sunflower and/or canola oil  sugar  maltodextrin  maple sugar  salt  dried cane syrup  dried molasses  sea salt  natural flavors (including smoke)  chili pepper  paprika extract (color).,,28 g (13 CHIPS  /  ABOUT),28,-0.2066529411438092,en:e160c,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/008/411/412/6269/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/008/411/412/6269/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/008/411/412/6269/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/008/411/412/6269/front_en.3.200.jpg,,,,536,0.8348456757436719,0.23799403803366803,3 57,0,0,57.14,-0.04462451023978014,3 6,0.07259082230160566,1.184261302542817,-0.06933293979610025,0,0 0214,0,0 00129,,False,0,0,0,0,0,0,1,0
1051,'3256220869669,https://world-fr.openfoodfacts.org/produit/3256220869669,Chips e la Crevette (lot de 2),U,u,Snacks  Snacks sales  Aperitif  Chips et frites  Chips  Chips de manioc  Chips de manioc e la crevette,en:snacks en:salty-snacks en:appetizers en:chips-and-fries en:crisps en:cassava-crisps fr:chips-de-manioc-a-la-crevette,France,F?cule de manioc 43%  huile de tournesol  chair de crevette 17%  sucre  sel  poivre  ail  acidifiant : acide citrique  poudre ? lever : carbonate acide de sodium.,,,,0.3196278936876233,en:e330 en:e500 en:e500ii,,,3.0,Appetizers,en:to-be-checked  en:complete  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-completed  en:categories-completed  en:brands-completed  en:packaging-completed  en:quantity-completed  en:product-name-completed  en:photos-validated  en:photos-uploaded,,fr:chips-de-manioc-a-la-crevette,https://images.openfoodfacts.org/images/products/325/622/086/9669/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/325/622/086/9669/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/325/622/086/9669/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/325/622/086/9669/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/325/622/086/9669/ingredients_fr.12.400.jpg,https://images.openfoodfacts.org/images/products/325/622/086/9669/ingredients_fr.12.200.jpg,https://images.openfoodfacts.org/images/products/325/622/086/9669/nutrition_fr.16.400.jpg,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,0,0,0,1,0
1074,'4018077708299,https://world-fr.openfoodfacts.org/produit/4018077708299,Crunchips sel / paprika (2+1 gratuit),Vico,vico,Snacks  Snacks sales  Aperitif  Chips et frites  Chips  Tuiles salees,en:snacks en:salty-snacks en:appetizers en:chips-and-fries en:crisps en:salty-snacks-made-from-potato,France,Saveur paprika : Pomme de terre en poudre 55%  huile de tournesol  amidon de pomme de terre  sel  paprika  oignon  tomate  _lactos?rum_  sucre  ar?me naturel (contient _d?riv?s laitiers_)  extrait de levure  ?pices  herbes aromatiques  ?mulsifiant : mono - et diglyc?rides d'acides gras.  Sal?es: Pomme de terre d?shydrat?e 56%  huile de tournesol  amidon de pomme de terre  sel  ail  oignon  ar?me naturel (contient _d?riv?s laitiers_)  extrait de levure  ?mulsifiant : mono - et diglyc?rides d'acides gras,en:milk,serving,30,-0.2066529411438092,en:e471,,,4.0,Appetizers,en:to-be-checked  en:complete  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-completed  en:categories-completed  en:brands-completed  en:packaging-completed  en:quantity-completed  en:product-name-completed  en:photos-validated  en:photos-uploaded,,en:salty-snacks-made-from-potato,https://images.openfoodfacts.org/images/products/401/807/770/8299/front_fr.15.400.jpg,https://images.openfoodfacts.org/images/products/401/807/770/8299/front_fr.15.200.jpg,https://images.openfoodfacts.org/images/products/401/807/770/8299/front_fr.15.400.jpg,https://images.openfoodfacts.org/images/products/401/807/770/8299/front_fr.15.200.jpg,https://images.openfoodfacts.org/images/products/401/807/770/8299/ingredients_fr.10.400.jpg,https://images.openfoodfacts.org/images/products/401/807/770/8299/ingredients_fr.10.200.jpg,https://images.openfoodfacts.org/images/products/401/807/770/8299/nutrition_fr.8.400.jpg,,,,,,,,-0.044624620602479126,,,,,,,,,,False,0,0,0,1,0,0,1,0
1083,'4582194814411,https://world-fr.openfoodfacts.org/produit/4582194814411,Mixed Roots Chips (coriander Sea Salt Flavor) - 2.8oz,Jans,jans,,,France,CASSAVA  ORANGE & PURPLE SWEET POTATO  TARO  PALM OIL (CONTAIN VITAMIN E)  SEASONING (SALT  MALTODEXTRIN  (E296) AS ACIDITY REGUIATOR  CITRIC ACID (E330) AS ACIDIIY REGULATOR  SODIUM DIACETATE (E262) AS ACIDITY REGUIATOR  LACTIC ACID (270) AS ACIDITY REGULATOR  SUGAR) ,,,,1.8984703981819206,en:e262 en:e262ii en:e270 en:e296 en:e330,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/458/219/481/4411/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/458/219/481/4411/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/458/219/481/4411/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/458/219/481/4411/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/458/219/481/4411/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/458/219/481/4411/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/458/219/481/4411/nutrition_en.7.400.jpg,140,-1.075753015860676,-0.4297316455394254,2,,,0.0,-0.044624620602479126,,-0.512893544257552,-0.40081807523916685,-0.07137273929340385,,,,,,False,0,0,0,0,0,0,1,0
1089,'5017764112363,https://world-fr.openfoodfacts.org/produit/5017764112363,Kettle Chips Sea Salt & Crushed Black Pepper,Kettle Chips,kettle-chips,,,France  en:belgium,Pommes de terre  huile de tournesol  maltodextrine de pomme de terre  f?cule de pomme de terre  sel marin  poivre noir concass?  extrait de levure  sucre  acidifiant: acide citrique  extrait de poivre noir,,,,-0.2066529411438092,en:e330,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/501/776/411/2363/ingredients_fr.6.400.jpg,https://images.openfoodfacts.org/images/products/501/776/411/2363/ingredients_fr.6.200.jpg,,502,0.6699599709160184,0.143970612423137,3 3,,,52.4,-0.04462460823691062,,-0.06472147213572116,-0.39347743384381095,-0.05999754691495414,,,,,,False,0,0,0,0,0,0,1,0
1090,'5017764119027,https://world-fr.openfoodfacts.org/produit/5017764119027,Kettle Chips BVinSSlt40g,Kettle chips,kettle-chips,,,France,Pomme de terre  huile de tournesol  sel marin et vinaigre balsamique  (sel marin  pomme de terre  maltodextrine. Sucre   acide citrique  extrait de vin rouge. Ar?me naturel.,,,,-0.2066529411438092,en:e330,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/501/776/411/9027/ingredients_fr.8.400.jpg,https://images.openfoodfacts.org/images/products/501/776/411/9027/ingredients_fr.8.200.jpg,https://images.openfoodfacts.org/images/products/501/776/411/9027/nutrition_fr.4.400.jpg,509,0.7045513775232184,0.13069046756289251,2 8,,,55.8,-0.04462459741703816,4 9,-0.06472147213572116,-0.3949455621228822,-0.06227258539064407,,,,,,False,0,0,0,0,0,0,1,0
1135,'7613331601469,https://world-fr.openfoodfacts.org/produit/7613331601469,Tortilla Chips Mild Chili,Coop,coop,,,Suisse,farine de ma?s 75%  huile de tournesol 20%  pr?paration d'?pices (sel de cuisine  sucre  ?pices  oignons s?ch?s  tomates s?ch?es  dextrose  maltodextrine  extrait de levure  acidifiants [E 296  E 330]  jus de citron  ar?me  extraits d'?pices  ar?me de fum?e,,100 g,100,0.3196278936876233,en:e296 en:e330,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-selected  en:ingredients-photo-to-be-selected  en:front-photo-selected  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/761/333/160/1469/front_fr.14.400.jpg,https://images.openfoodfacts.org/images/products/761/333/160/1469/front_fr.14.200.jpg,https://images.openfoodfacts.org/images/products/761/333/160/1469/front_fr.14.400.jpg,https://images.openfoodfacts.org/images/products/761/333/160/1469/front_fr.14.200.jpg,,,https://images.openfoodfacts.org/images/products/761/333/160/1469/nutrition_fr.16.400.jpg,474,0.5315943444872183,-0.08444787917306841,2,,,64.0,-0.04462459741703816,4,0.05924101589797669,-0.3920093055647398,-0.05772250843926419,,,,,,False,0,0,0,0,0,0,1,0
1154,'8801043216142,https://world-fr.openfoodfacts.org/produit/8801043216142,Chips Rondelle Oignon,Nongshim,nongshim,,,France,flour (USA)  corn starch  rice bran cil  thickener : El 404  onion powder sugar  mattodextrin  satt  potato granules  yeastextract  glucose  antioxidant : E3fi  flavour enhancer : E330  colour : EIOI  Allergy information : Prepared at a company that also processes crustaceans eggs  fish  peanuts  soybean  milk  sesame seeds and molluscs  @Zutaten ?mehl (USA)  Maissï¿½rke  Reis?l  Verdickungsmittel : E1404  Palmil  Zwiebel-pulver 4 8%  Zucker  Maltodextrin  Salz  Kartoffelgranulat Glukose  Antioxidationsmittel : E306  Geschmacksverstï¿½rker : E330  farbstofflll  Allergiker?lnfomaticn : Hergestellt in einem Betrieb  in dem Fisch  Erdnï¿½sse  Sojabohnen  Milch  Sesam und Weichtiere @Ingrediinten Imbloem (USA)  ma?szetmeel  rijstolie  verdikkingsmjdd/l'f/ uienpoeder 4 8%  suiker  maltodextrine  zout  glucose  antioxidant : E306  smaakversterkers : E330  Allergie?infomatie : Gemaakt in een bedrijfwaar ooksch vis  pindais  sojabonen  melk  sesamzaad en weekdieren Farine de (Etats-Unis)  f?cule de ma?s  huile de riz  ?paississan de palme  oignon en poudre 4 8%  sucre  maltodextrine  sel' dei de terre  extrait de levure  glucose  antioxydant : E306  exhausteurs Informations sur les allerg?nes : Fabriqu? dans un atelier qui crustac?s  ?uf  poissons  arachides  graine de soja  lait  graines les mollusques.,en:eggs en:fish en:milk en:molluscs en:peanuts en:sesame-seeds en:soybeans,,,1.3721895633504881,en:e1404 en:e306 en:e330 en:e404,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:origins-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:packaging-photo-to-be-selected  en:nutrition-photo-selected  en:ingredients-photo-selected  en:front-photo-selected  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/880/104/321/6142/front_en.21.400.jpg,https://images.openfoodfacts.org/images/products/880/104/321/6142/front_en.21.200.jpg,https://images.openfoodfacts.org/images/products/880/104/321/6142/front_en.21.400.jpg,https://images.openfoodfacts.org/images/products/880/104/321/6142/front_en.21.200.jpg,https://images.openfoodfacts.org/images/products/880/104/321/6142/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/880/104/321/6142/ingredients_en.4.200.jpg,https://images.openfoodfacts.org/images/products/880/104/321/6142/nutrition_en.23.400.jpg,479,0.5592674697729784,-0.057887589452579415,6 8,,,68.0,-0.04462452631501921,,-0.1696128081642348,-0.3920093055647398,-0.05772250843926419,,,,,,False,0,0,0,0,0,0,1,0
