barcode,product_name,brands,pnns_groups_1,nutriscore_grade,additives_n,fat_100g,proteins_100g,salt_100g,sodium_100g,sugars_100g,energy_100g,carbohydrates_100g,ingredients_from_palm_oil_n,ingredients_that_may_be_from_palm_oil_n,url_openfoodfact,pred_log_reg,pred_tree,pred_rand_for,pred_ada_boost,pred_grad_boost,pred_xg_boost,pred_log_reg_descr,pred_tree_descr,pred_rand_for_descr,pred_ada_boost_descr,pred_grad_boost_descr,pred_xg_boost_descr,nutri_descr
'851899005009,The Seawood Chip,New Frontier Foods Inc.,Composite foods,B,0,8.93,17.86,16.975,0.679,3.57,1272.0,46.43,0,0,https://world-fr.openfoodfacts.org/produit/0851899005009,,,,,,,,,,,,,Bonne qualité nutritionnelle
'851899005061,The Seaweed Chip,Ocean's Halo,Composite foods,B,0,8.93,17.86,16.975,0.679,3.57,1272.0,46.43,0,0,https://world-fr.openfoodfacts.org/produit/0851899005061,,,,,,,,,,,,,Bonne qualité nutritionnelle
'851899005085,The Seaweed Chip,Ocean's Halo,Composite foods,B,0,8.93,17.86,16.975,0.679,3.57,1272.0,46.43,0,0,https://world-fr.openfoodfacts.org/produit/0851899005085,,,,,,,,,,,,,Bonne qualité nutritionnelle
'851953005150,Whataburger  Flavored Potato Chips  Honey  Bbq,Wb Supply & Merchandising,Salty snacks,D,0,26.32,7.02,29.825,1.193,1.75,2054.0,56.14,0,0,https://world-fr.openfoodfacts.org/produit/0851953005150,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'851953005167,Whataburger  Sea Salt & Pepper Kettle - Cooked Potato Chips,Wb Supply & Merchandising,Salty snacks,D,0,26.32,7.02,1.93,0.772,1.75,2054.0,57.89,0,0,https://world-fr.openfoodfacts.org/produit/0851953005167,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'852166005302,Spielman Bagels  Plain Bagel Chips,Spielman Wholesale Bagels,unknown,C,0,18.6,6.98,1.105,0.442,4.65,1556.0,44.19,0,0,https://world-fr.openfoodfacts.org/produit/0852166005302,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'852166005319,Spielman Bagels  Herb & Salt Bagel Chips,Spielman Wholesale Bagels,Salty snacks,D,0,18.6,6.98,2.85,1.14,4.65,1556.0,41.86,0,0,https://world-fr.openfoodfacts.org/produit/0852166005319,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'852406003068,Potato chips sea salt,Jennis Kitchen Inc,unknown,C,0,32.14,7.14,1.34,0.536,0.0,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0852406003068,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'852406003099,Potato chips wavy,Jennis Kitchen Inc,unknown,C,0,32.14,7.14,1.34,0.536,0.0,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0852406003099,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'852406003648,Kale multigrain & seed chips,Jennis Kitchen Inc,Composite foods,B,0,21.43,10.71,0.8475,0.339,0.0,2092.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0852406003648,,,,,,,,,,,,,Bonne qualité nutritionnelle
'852406003655,Luke's Organic  Multigrain & Seed Chips,Jennis Kitchen Inc,Salty snacks,,0,21.43,17.86,0.86106,0.344424,0.0,2092.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0852406003655,C,B,C,B,B,B,Qualité nutritionnelle moyenne,Bonne qualité nutritionnelle,Qualité nutritionnelle moyenne,Bonne qualité nutritionnelle,Bonne qualité nutritionnelle,Bonne qualité nutritionnelle,
'852406003709,Organic multigrain & seed chips,Jennis Kitchen Inc,Salty snacks,B,0,21.43,10.71,0.8475,0.339,0.0,2092.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0852406003709,,,,,,,,,,,,,Bonne qualité nutritionnelle
'852406003730,Brown rice chips,,Composite foods,C,0,21.43,10.71,0.9825,0.393,0.0,2092.0,67.86,0,0,https://world-fr.openfoodfacts.org/produit/0852406003730,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'852406003754,Chips,Jennis Kitchen Inc,Composite foods,B,0,21.0,17.9,0.9,0.36,1.4,2008.0,66.0,0,0,https://world-fr.openfoodfacts.org/produit/0852406003754,,,,,,,,,,,,,Bonne qualité nutritionnelle
'852406003761,Multigrain & Seed Chips,Jennis Kitchen Inc,Salty snacks,,0,21.43,17.86,0.99822,0.399288,0.0,2092.0,67.86,0,0,https://world-fr.openfoodfacts.org/produit/0852406003761,C,D,C,B,B,C,Qualité nutritionnelle moyenne,Mauvaise qualité nutritionnelle,Qualité nutritionnelle moyenne,Bonne qualité nutritionnelle,Bonne qualité nutritionnelle,Qualité nutritionnelle moyenne,
'852406003990,Jenni's Kitchen  White Corn Tortilla Chips,Jennis Kitchen Inc,Salty snacks,C,0,28.57,7.14,0.99822,0.399288,0.0,2243.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0852406003990,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'852565003015,Bean & rice chips,Beanfields,Composite foods,A,0,21.43,17.86,0.8475,0.339,0.0,2092.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0852565003015,,,,,,,,,,,,,Très bonne qualité nutritionnelle
'852565003022,Salt N' Pepper Bean and Rice Chips,Beanfields,Salty snacks,B,0,17.6,14.1,1.08,0.43,0.0,2070.0,63.5,0,0,https://world-fr.openfoodfacts.org/produit/0852565003022,,,,,,,,,,,,,Bonne qualité nutritionnelle
'852565003060,Bean & Rice Chips  Salt N' Pepper,Beanfields,Salty snacks,,0,17.86,14.29,108.966,0.435864,0.0,2092.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0852565003060,D,C,C,C,C,B,Mauvaise qualité nutritionnelle,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Bonne qualité nutritionnelle,
'852565003220,Bean & Rice Chips,Beanfields,Composite foods,A,0,21.43,17.86,0.8475,0.339,0.0,2092.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0852565003220,,,,,,,,,,,,,Très bonne qualité nutritionnelle
'852609003254,Shagbark Seed & Mill  Tortilla Chips  Black Bean+Corn,Peasant Way Enterprises Ltd.,Salty snacks,B,0,8.93,7.14,0.99822,0.399288,0.0,1644.0,67.86,0,0,https://world-fr.openfoodfacts.org/produit/0852609003254,,,,,,,,,,,,,Bonne qualité nutritionnelle
'852834002008,Original omg sea salt black bean chips  sea salt,Beanitos Inc.,Fruits and vegetables,B,0,25.0,17.86,0.9375,0.375,3.57,1941.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0852834002008,,,,,,,,,,,,,Bonne qualité nutritionnelle
'852953001579,Coconut Chips,Hungry Buddha,Fruits and vegetables,D,0,47.5,5.0,1.143,0.4572,35.0,2615.0,45.0,0,0,https://world-fr.openfoodfacts.org/produit/0852953001579,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'852953001593,Coconut chips,Hungry Buddha,Salty snacks,,0,10.0,1.0,0.8,0.32,7.0,502.0,8.0,0,0,https://world-fr.openfoodfacts.org/produit/0852953001593,C,B,C,C,C,C,Qualité nutritionnelle moyenne,Bonne qualité nutritionnelle,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,
'853094004177,Sabor Mexicano  Home Made Corn Chips,Sabor Mexicano Inc.,Salty snacks,A,0,23.33,6.67,0.1675,0.067,0.0,1954.0,63.33,0,0,https://world-fr.openfoodfacts.org/produit/0853094004177,,,,,,,,,,,,,Très bonne qualité nutritionnelle
'853325005003,Chickpea chips,Maya Kaimal,Composite foods,B,0,28.57,7.14,0.8925,0.357,0.0,2092.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0853325005003,,,,,,,,,,,,,Bonne qualité nutritionnelle
'853325005010,Chickpea chips,Maya Kaimal,Composite foods,B,0,28.57,10.71,0.8925,0.357,0.0,2092.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0853325005010,,,,,,,,,,,,,Bonne qualité nutritionnelle
'853325005164,Chickpea Chips,Maya Kaimal,Salty snacks,,0,28.57,9.52,0.7874,0.31496,2.38,2092.0,52.38,0,0,https://world-fr.openfoodfacts.org/produit/0853325005164,C,D,C,B,D,D,Qualité nutritionnelle moyenne,Mauvaise qualité nutritionnelle,Qualité nutritionnelle moyenne,Bonne qualité nutritionnelle,Mauvaise qualité nutritionnelle,Mauvaise qualité nutritionnelle,
'853595002511,Hawaiian Values  Potato Chips  Volcano Barbeque,Hawaii Foodservice Alliance  Llc,Salty snacks,D,0,32.14,7.14,1.965,0.786,7.14,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0853595002511,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'853595002528,Hawaiian Values  Surf's Up Potato Chips,Hawaii Foodservice Alliance  Llc,Salty snacks,D,0,35.71,7.14,16.075,0.643,0.0,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0853595002528,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'853595002535,Hawaiian Values  Potato Chips,Hawaii Foodservice Alliance  Llc,Salty snacks,D,0,35.71,7.14,16.075,0.643,0.0,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0853595002535,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'853595002559,Hawaiian Values  Potato Chips  Volcano Bbq,Hawaii Foodservice Alliance  Llc,Salty snacks,D,0,32.14,7.14,1.965,0.786,7.14,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0853595002559,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'853595002566,Hawaiian Values  Surf's Up Potato Chips,Hawaii Foodservice Alliance  Llc,Salty snacks,D,0,35.71,7.14,16.075,0.643,0.0,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0853595002566,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'853595002573,Hawaiian Values  Potato Chips  Thin And Crispy,Hawaii Foodservice Alliance  Llc,Salty snacks,D,0,35.71,7.14,16.075,0.643,0.0,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0853595002573,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'853595002597,Tortilla Chips,Hawaiian Values,Salty snacks,C,0,28.57,7.14,0.8925,0.357,0.0,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0853595002597,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'853595002603,Hawaiian Values  Tortilla Chips,Hawaii Foodservice Alliance  Llc,Salty snacks,C,0,28.57,7.14,0.90678,0.362712,0.0,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0853595002603,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'853762002702,Slim chips  premium all natural popcorn smart snack,Snack Innovations Inc.,unknown,B,0,8.83,7.07,0.9725,0.389,0.0,1628.0,70.67,0,0,https://world-fr.openfoodfacts.org/produit/0853762002702,,,,,,,,,,,,,Bonne qualité nutritionnelle
'853762002726,Slim Chips  Potato Snack  Salty Sweet Kettle,Snack Innovations Inc.,unknown,C,0,10.6,7.07,1.59,0.636,7.07,1628.0,70.67,0,0,https://world-fr.openfoodfacts.org/produit/0853762002726,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'853883003336,Baked coconut chips,C2o Llc,Salty snacks,E,0,40.0,5.0,1.625,0.65,35.0,2301.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0853883003336,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'853883003626,Baked coconut chips,C2o Llc,Salty snacks,E,0,45.0,5.0,2.375,0.95,30.0,2510.0,40.0,0,0,https://world-fr.openfoodfacts.org/produit/0853883003626,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'853883003640,Baked coconut chips,C2o Llc,Salty snacks,E,0,45.0,5.0,2.0,0.8,35.0,2510.0,45.0,0,0,https://world-fr.openfoodfacts.org/produit/0853883003640,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'853883003688,Baked Coconut Chips,C2o Llc,Salty snacks,E,0,50.0,5.0,1.625,0.65,35.0,2720.0,45.0,0,0,https://world-fr.openfoodfacts.org/produit/0853883003688,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'853883003749,C2o  Baked Coconut Chips,C2o Llc,Salty snacks,E,0,45.0,5.0,2.0,0.8,35.0,2510.0,45.0,0,0,https://world-fr.openfoodfacts.org/produit/0853883003749,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'854010003106,Banana Chips,Allgood Provisions,Salty snacks,E,0,36.67,6.67,0.0,0.0,30.0,2230.0,43.33,0,0,https://world-fr.openfoodfacts.org/produit/0854010003106,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'854052006301,Marquart Farms  New York Chips  Potato Chip  Sea Salt,T. J. Marquart & Sons  Inc,Salty snacks,D,0,28.57,7.14,10.725,0.429,0.0,2243.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0854052006301,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'854052006400,Marquart Farms  New York Chips  Potato Chips  Sea Salt,T. J. Marquart & Sons  Inc,Salty snacks,D,0,28.57,7.14,10.725,0.429,0.0,2243.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0854052006400,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'854052282002,New York Chips  100% New York Potato Chips,T. J. Marquart & Sons  Inc,Salty snacks,D,0,28.57,7.14,10.725,0.429,0.0,2243.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0854052282002,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'854098006099,Super Chips,Pure Growth Organic,Composite foods,C,0,14.13,10.6,1.59,0.636,3.53,1774.0,63.6,0,0,https://world-fr.openfoodfacts.org/produit/0854098006099,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'854098006105,Organic Sweet Jalapeno Super Chips,Pure Growth,Salty snacks,B,0,14.13,7.07,0.7075,0.283,7.07,1774.0,67.14,0,0,https://world-fr.openfoodfacts.org/produit/0854098006105,,,,,,,,,,,,,Bonne qualité nutritionnelle
'854137000149,Xochitl  Corn Chips  Garlic,Xochitl  Inc.,Salty snacks,C,0,17.86,7.14,1.34,0.536,0.0,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0854137000149,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'854137000217,Mexican style corn chips,Xochitl (So' Cheel)  Inc.,Salty snacks,C,0,21.43,7.14,0.9375,0.375,0.0,2243.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0854137000217,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'854137000224,Xochitl  Mexican Style White Corn Chips,Xochitl  Inc.,Salty snacks,C,0,13.95,6.98,0.9144,0.36576,0.0,2238.0,55.81,0,0,https://world-fr.openfoodfacts.org/produit/0854137000224,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'854137000552,White corn chips,Xochitl (So' Cheel)  Inc.,Salty snacks,C,0,21.43,7.14,0.9375,0.375,0.0,2243.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0854137000552,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'854137000620,Corn chips white corn chips,Xochitl (So' Cheel)  Inc.,Salty snacks,C,0,21.43,7.14,0.9375,0.375,0.0,2243.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0854137000620,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'854137000637,Xochitl  White Corn Chips  Sea Salt,Xochitl  Inc.,Salty snacks,C,0,21.43,7.14,0.92,0.368,0.0,2017.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0854137000637,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'854137000705,Thin & crispy corn chips mexican style,,Salty snacks,C,0,21.43,7.14,0.9375,0.375,0.0,2243.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0854137000705,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'854137000712,White corn chips,Xochitl (So' Cheel)  Inc.,Salty snacks,B,0,21.43,7.14,0.0,0.0,0.0,2243.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0854137000712,,,,,,,,,,,,,Bonne qualité nutritionnelle
'854137777775,Xochitl  Stone-Ground Corn Chips  Garlic,Xochitl (So' Cheel)  Inc.,Salty snacks,C,0,16.07,7.14,1.34,0.536,0.0,1971.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0854137777775,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'854615002184,Brad's  Raw Broccoli Poppers  Garlic-Ity Split!,Brad's Raw Chips,Fruits and vegetables,D,0,28.57,21.43,17.325,0.693,3.57,2213.0,39.29,0,0,https://world-fr.openfoodfacts.org/produit/0854615002184,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'854615002191,Broccoli Poppers  Cheeze Louise!,Brad's Raw Chips,Fruits and vegetables,D,0,28.57,21.43,1.705,0.682,3.57,2213.0,39.29,0,0,https://world-fr.openfoodfacts.org/produit/0854615002191,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'854615002238,Brad's  Raw Crunchy Kale  Frank Sriracha,Brad's Raw Chips,Fruits and vegetables,D,0,25.0,14.29,1.115,0.446,32.14,1941.0,46.43,0,0,https://world-fr.openfoodfacts.org/produit/0854615002238,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'854615002481,Organic Crunchy Kale,Brad's Raw Chips,Fruits and vegetables,C,0,32.14,17.86,13.025,0.521,3.57,1971.0,39.29,0,0,https://world-fr.openfoodfacts.org/produit/0854615002481,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'854615002504,Brad's Raw  Organic Raw Crunchy Kale  Nacho,Brad's Raw Chips,Fruits and vegetables,C,0,32.14,17.86,12.325,0.493,7.14,1971.0,42.86,0,0,https://world-fr.openfoodfacts.org/produit/0854615002504,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'854615002955,Brad's Raw  Crunchy Kale  Smokey Chipotle,Brad's Raw Chips,unknown,,0,42.31,26.92,140.716,0.562864,0.0,2142.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0854615002955,C,A,C,C,C,D,Qualité nutritionnelle moyenne,Très bonne qualité nutritionnelle,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Mauvaise qualité nutritionnelle,
'854665003049,Jalapeno Tomato Chips,Buy Fresh Produce,unknown,C,0,3.57,10.71,23.225,0.929,14.29,895.0,46.43,0,0,https://world-fr.openfoodfacts.org/produit/0854665003049,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'854665003124,Just pure foods  zucchini pesto chips,Just Pure Foods,Salty snacks,D,0,16.28,11.63,22.675,0.907,11.63,1364.0,39.53,0,0,https://world-fr.openfoodfacts.org/produit/0854665003124,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'854665003148,Zucchini Chips,Buy Fresh Produce,Salty snacks,D,0,30.23,9.3,22.675,0.907,20.93,1849.0,37.21,0,0,https://world-fr.openfoodfacts.org/produit/0854665003148,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'854959005001,Tortilla Chips,Mi Elote! Heritage Streetfood,Salty snacks,C,0,25.0,7.14,10.275,0.411,3.57,1941.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0854959005001,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'854959005131,Mi Elote!  Tortilla Chips  Original,Heritage Street  Llc,Salty snacks,C,0,25.0,7.14,10.275,0.411,3.57,1941.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0854959005131,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'855291001676,Plantain Chips,Raylicious,Salty snacks,D,0,25.0,3.57,0.22606,0.090424,0.0,2033.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0855291001676,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'855291001690,Raylicious  plantain chips  sweet maduro,Raylicious,Salty snacks,D,0,21.43,3.57,0.0725,0.029,14.29,1971.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0855291001690,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'855332005403,Pop! Gourmet  Rouge Blue  Gourmet Kettle Cooked Potato Chips,Pop Gourmet Llc,Salty snacks,D,0,32.14,10.71,1.875,0.75,0.0,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0855332005403,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'855332005793,Pop! Gourmet  Gourmet Potato Chips  Tajin  Lime,Pop Gourmet Llc,Salty snacks,D,0,28.57,7.14,29.475,1.179,0.0,2092.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0855332005793,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'855378004255,Crispy Mixed Fruit Chips,Alli & Rose Llc,Salty snacks,D,0,13.33,3.33,0.0,0.0,63.33,1812.0,76.67,0,0,https://world-fr.openfoodfacts.org/produit/0855378004255,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'855564003024,Way better snacks  whole grain corn tortilla chips  sweet potato,Way Better,Salty snacks,B,0,25.0,7.14,0.715,0.286,0.0,1941.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0855564003024,,,,,,,,,,,,,Bonne qualité nutritionnelle
'855564003031,Way better snacks  black bean whole grain corn tortilla chips,Way Better Snacks,Salty snacks,B,0,21.43,7.14,0.715,0.286,0.0,1941.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0855564003031,,,,,,,,,,,,,Bonne qualité nutritionnelle
'855564003048,Way better snacks  whole grain corn tortilla chips  sweet chili,Way Better Snacks,Salty snacks,B,0,25.0,7.14,10.725,0.429,0.0,1941.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0855564003048,,,,,,,,,,,,,Bonne qualité nutritionnelle
'855564003093,Way better  corn tortilla chips  sweet potato,Way Better,Salty snacks,B,0,25.71,8.57,0.8925,0.357,0.0,2033.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0855564003093,,,,,,,,,,,,,Bonne qualité nutritionnelle
'855564003192,Tortilla Chips Snacks,Way Better,Salty snacks,C,0,25.0,7.14,0.715,0.286,7.14,2092.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0855564003192,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'855564003215,Spicy corn tortilla chips  sriracha,Way Better Snacks,Salty snacks,B,0,25.0,7.14,10.725,0.429,0.0,1941.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0855564003215,,,,,,,,,,,,,Bonne qualité nutritionnelle
'855564003253,Pita.Ahh Chips,Way Better,Composite foods,C,0,17.86,10.71,1.25,0.5,0.0,1795.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0855564003253,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'855564003284,Way better snacks  multi-grain corn tortilla chips,Way Better Snacks,Salty snacks,B,0,25.0,7.14,0.8025,0.321,0.0,1941.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0855564003284,,,,,,,,,,,,,Bonne qualité nutritionnelle
'855564003321,Whole Grain Corn Tortilla Chips,Way Better Snacks,Salty snacks,B,0,25.0,7.14,0.715,0.286,0.0,1941.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0855564003321,,,,,,,,,,,,,Bonne qualité nutritionnelle
'855564003383,Simply corn tortilla chips,Simply   Way Better Snacks,Salty snacks,B,0,25.0,7.14,0.8925,0.357,0.0,1941.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0855564003383,,,,,,,,,,,,,Bonne qualité nutritionnelle
'855564003390,Corn Tortilla Chips,Live Better Brands  Llc,Salty snacks,C,0,25.0,7.14,0.715,0.286,7.14,2092.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0855564003390,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'855564003468,Sprouted  Way Better  Corn Tortilla Chips  Sriracha,Simply   Simply Sprouted,Salty snacks,B,0,25.0,8.33,0.84074,0.336296,0.0,1895.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0855564003468,,,,,,,,,,,,,Bonne qualité nutritionnelle
'855564003666,Sweet Chili Corn Tortilla Chips,Live Better Brands  Llc,Salty snacks,B,0,25.0,7.14,10.725,0.429,0.0,1941.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0855564003666,,,,,,,,,,,,,Bonne qualité nutritionnelle
'855564003932,Way Better Snacks  Simply Sprouted  Tortilla Chips  Apple Cinnamon Spice,Live Better Brands  Llc,Salty snacks,C,0,25.0,7.14,10.275,0.411,7.14,1941.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0855564003932,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'855611002864,Oven Baked Pizza Crust Chips,Napoli's,Salty snacks,,0,13.33,10.0,18.034,72.136,3.33,1812.0,70.0,0,0,https://world-fr.openfoodfacts.org/produit/0855611002864,,,,,,,,,,,,,
'855694005004,Kale + Chia Chips,Supereats,unknown,C,0,25.0,14.29,16.075,0.643,3.57,1795.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0855694005004,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'855694005066,Kale+Chia Chips,Supereats,unknown,C,0,25.0,14.29,15.175,0.607,3.57,1795.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0855694005066,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'855983002592,Creative Snacks Co.  Green Bean Chips,Creative Snacks Co.,Fruits and vegetables,C,0,20.0,3.33,0.7075,0.283,10.0,1954.0,60.0,0,0,https://world-fr.openfoodfacts.org/produit/0855983002592,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'855985004167,San nicasio  jose andres  potato chips with himalayan pink salt,San Nicasio,unknown,C,0,40.36,3.21,12.675,0.507,0.0,2481.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0855985004167,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'856435001637,Baked Lentil Chips  Rosemary,Mediterranean Snacks,Salty snacks,,0,12.5,14.29,122.428,0.489712,3.57,1941.0,67.86,0,0,https://world-fr.openfoodfacts.org/produit/0856435001637,D,C,C,B,D,B,Mauvaise qualité nutritionnelle,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Bonne qualité nutritionnelle,Mauvaise qualité nutritionnelle,Bonne qualité nutritionnelle,
'856623003009,Dukenbee  sweet pickle chips,Dukenbee,Salty snacks,,0,0.0,0.0,0.625,0.25,25.0,448.0,28.57,0,0,https://world-fr.openfoodfacts.org/produit/0856623003009,C,C,D,C,C,C,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Mauvaise qualité nutritionnelle,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,
'856651007017,The Good Bean  Bean Chips  Sea Salt,The Good Bean  Llc,Fruits and vegetables,C,0,21.43,14.29,1.34,0.536,7.14,1941.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0856651007017,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'856651007024,Bean chips  bbq bacon,The Good Bean,Fruits and vegetables,C,0,21.43,14.29,1.34,0.536,7.14,1941.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0856651007024,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'856651007048,The Good Bean  Jalapeno Cheddar Bean Chips,The Good Bean  Llc,Fruits and vegetables,C,0,21.43,14.29,1.34,0.536,7.14,1941.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0856651007048,,,,,,,,,,,,,Qualité nutritionnelle moyenne
